user_review,product_id,sentiment_score
too much fluff,079451524X,0.0
"I bought this for my daughter (7) to go along with her new microscope and slide set. Although we haven't tried most of the suggestions, we did flip through it and it's a great book. It gives enough detail to be valuable for years to come but not so much detail to be overwhelming to a child. I would think this book will last her until at least age 12. This is a great companion to a microscope gift!",079451524X,0.937
Well written!,079451524X,0.3382
This book has alot of information and is worth the money. My daughter understands it and shes 8. It has different pictures with explanations and how to use the microscope.,079451524X,0.2263
"I'm a biology professor, and I teach microscopy. There are experiments in this book that I didn't even know about. My nephew and I are gonna have soooo much fun. I can't wait to share this with him and work with his new microscope. This is waaaay better than buying kids pointless games. Learning is food for the brain and it's better to start them while they're young.",079451524X,0.8027
I'm an ordained minister and instead of giving couples the usual bland marriage certificate I give them these instead. Couples seem to enjoy these more and they look good.,0805404546,0.8176
I'm an ordained minister and instead of giving couples the usual bland marriage certificate I give them these instead. Couples seem to enjoy these more and they look good.,0805404546,0.8176
They are lovely.,0805404546,0.5859
I am very happy with this product.,0805474536,0.6115
This is exactly what we needed for our small house church. We love the different categories (though we don't' use them all at this point) and the simplicity of design.,0805474536,0.6369
"Needed offering envelope for our small church. My only wish was that the closing was like all the other envelopes for ease of use, but they are good.",0805474536,0.802
just fine,0805474536,0.2023
Easy to use and a perfect size for purse or small area. Plenty of space for all information. I am vision impaired and can write large enough in it.,0811859363,0.8225
"Cath Kidson makes lovely, useful stationery items ... love, love, her designs!",0811859363,0.9468
"This is a great address book. Good quality, attractive, and even though smaller than I expected, it had plenty of room for all kinds of information on each person I entered.",0811859363,0.872
"I really like this, it's small, but there is still enough space for the information I need and also has a little section for keeping track of birthdays by month. Plus it looks adorable.",0811859363,0.7349
"The inside is kind of cute, but had I seen it before I ordered it, I would have skipped it.",0811859363,0.2152
"Purchased because it was pretty and because I lost my old one I'd had forever. My old one had spiral binding and I much prefer that, but this one was so pretty..... we'll see how long it lasts.",0811859363,0.1154
I should have looked at the size...it's a bit small for all the information I was needing to record....but it is okay - nice - product is made good and the service of getting it was great -,0811859363,0.8934
My favorite plan book ever. Lots of space to write and very versatile.,0887245587,0.4588
I like the sections and lines that are in this lesson plan book. I will buy again next year.,0887245587,0.3612
I have bought one of these every year for a long time. You can use marker to create widths of columns wanted. A Classic,0887245587,0.2732
"I am a middle school special ed teacher. This planner works well for our 7 period day and afterschool meetings. It has plenty of room for me to record the big concepts as well as notes about various students throughout the day, The lines keep everything neat and the ability to create my own size columns is a plus too. This will be my 2nd year using this lesson planner.",0887245587,0.9062
"I really love this. My son is almost 3 and this is a perfect learning tool for him. He is still too young to read or understand what all this means but knowing that when he is ready it will be here, is what matters most.
The wording I think is just right for a small child to understand and the colors are attractive. This is great for my son and I would recommend to others.",0887242782,0.9692
"Love this poster. Made my Sunday School lesson easier because it was in easy-to-understand language, Have several posters like this. Will continue to buy more.",0887242782,0.8591
good,0887242782,0.4404
Perfect for Kid's Playroom!,0887242782,0.6114
The kids loved the poster. We spent a month on the Ten Commandments and thought that this poster would be a good reminder to leave up in the classroom. Very colorful.,0887242782,0.765
These little round stickers are charming. They talk about faith and God's love. They are unique because they are drawn by children and retain the childlike style. They are small stickers that I use to reward children when they say their Bible verses.,0887249825,0.9382
Buenisimo,0887249825,0.0
Good for school supplies list. On time good quality and good price,0887249825,0.8271
USED THEM TO DECORATE ENVELOPES,0887249825,0.0
Lovely details make it look like drawn by a kid. Perfect for faith formation or bible school.,0887249825,0.9153
"good product, exactly as described, the kids loved these in tots church",0887249825,0.7783
Cute little stickers. I give these to my class for little awards.,0887249825,0.6915
Bought these for gift Easter baskets and they were a big hit. No issues.,0887249825,0.1779
cute,0887249825,0.4588
A little smaller then I expected to see. I use it for my 1st grade CCD class.,0887249825,0.0
so so,0887242693,0.0
"These are wonderful for my daughter, Elion! She is 5 and I love making them for her. I also really liked the quality of the colors. Not too much cutting! Overall worth the price!",0887242693,0.9342
I received this book of file folder games and it looks like the back cover and several file game pages have been sliced through and ruined with a knife or another type of cutting device. Sad cause three of the 20 games are ruined.,0887242693,-0.8074
We used this book to make games for literacy night at school. It is worth the purchase.,0887242693,0.2263
Great!,0894557696,0.6588
This book is awesome and The passages are interesting and makes my students think. It teaches students to go back to the text and find the answer to the question. It is more rigorous than the other books I have.,0894557696,0.6605
"Excellent and fun exercises to motivate kids to read. I am constantly looking for ""interesting"" things for my 3rd graders to read.",0894557696,0.8625
"I really like this resource. I teach fourth-graders. This book helps the students learn to find specific information from a passage to support their thinking. It has several sections that focus on different skills: inference, main idea, cause and effect, etc. Another good thing about this book is that it gives the reading level of each passage, ranging from levels 2-4. The passages are also interesting. Some are excerpts from well-known childrens' books.",0894557696,0.9134
"We all have GPS now-a-days, but there's no substitute for a highly detailed map book by Delorme.",0899334415,-0.4215
"I've neen using this product for decades and find the current edition to be greartly improved. It is more readable, the topography is better delineated, and more roads are actually named (but not all). Well worth the price!",0899334415,0.5875
Nice atlas. I'd been waiting for this since they discontinued the stand along NH atlas. Nice features and details. Easy to read and use. I pulled the staples and cut out the pages (and cover) I didn't need to save space and fit it in a smaller location.,0899334415,0.8808
Definitely a comprehensive guide/info map.,0899332897,0.5719
Illuminating,0899334415,0.0
Love these atlases.,0899332897,0.6369
"reading a lot about Alaska, fiction and nonfiction, lot of history; map book very useful",0899332897,0.4927
Great,0899332897,0.6249
"A publication packed with useful information that is easy to understand. A must for any traveler heading to the last land frontier in the United States. Besides superior and information packed maps, the Alaska Atlas & Gazetteer provides readers with amazing insight into the culture, the settlement, the exploration and the little known facts that help readers develop an overall understanding of the state. The publication provides a remarkable insight into the Native-American population. Finally it provides pointers on where to go. I used this publication to plan my entire first visit. I love information on paper. The maps alone are worth hundreds of dollars.",0899332897,0.9803
"A nice addition to my going on vacation Gazetteer's, used this on this years cruse to Alaska lots of useful info,",0899332897,0.6908
"not a lot to say, it is a Topographic atlas of alaska. i am ""old school"" and like paper so i plan on using it with a hand held GPS for a camping trip.",0899332897,0.6908
"We are military and buy the gazeteer for every state we live in, hunt or fish in. This one is huge!!! And it is still the same price. It is so thorough and we have loved every gazeteer we have ever bought, so worth the money. We did buy the Milepost (on pre-order) as well since we are doing the trek up north to move to Alaska but I do not see how it could compare to the awesome Gazeteers!",0899332897,0.9219
Probably one of the best books on Perspective we received it on time,0929261135,0.6369
"Short and to the point, makes perspective easy to understand and lots of images to help you understand and whatnot.",0929261135,0.6808
too complicated for me,0929261135,0.0
It's OK.,0929261135,0.4466
"My wife wanted to know more about perspective. However, this book works if you plan to draw insides of rooms or plant a crop in a field. My wife does landscape and cityscape paintings. This book was not helpful.",0929261135,-0.3252
"I got this for my grandson who has to read for 20 minutes a day, as required by his teacher. This is perfect for him as the timer lets him keep track of the time and ensures he will read the entire 20 minutes. However, it is a little bulky for children's books, making it hard for him to use as a bookmark.",0976142503,0.5106
Grandson reads all of the time without doing anything else this will let him know that he read long enough its time for other stuff to be done,0976142503,0.0
Exactly as advertised. Arrived on time. It is what it is.,0976142503,0.0
Awesome product,0976142503,0.6249
So far its great. I set it up for my daughter. It's to hard for her to do it herself.,0976142503,0.6077
Love it! Works perfectly and my daughter uses it for her school reading logs.,0976142503,0.8655
"This is a great idea in theory, but only a week after we got it it started acting crazy and would beep all day and night. It has the tiniest screw in the back to access the battery, so we couldn't stop the beeping. Eventually it died and my daughter didn't even really get to use it.",0976142503,-0.6511
Great stocking-stuffers!,0976142503,0.6588
"Works great, no more ""mom am I done with my 15 min?"". She sets the timer and it goes off when her time is up. Great invention.",0976142503,0.7906
fast-shipping,0976142503,0.0
"I bought these for my daughters! one daughter loved it (8 yrs old), one not so much (10 yrs old). It happened to fall on he ground and now it does not work. Don't get me wrong it should not be hitting the ground at all, but with children that just tends to happen. Also if you don't hit the two buttons at the exact same time it does not ""reset"" too easily. The plastic part is just that, PLASTIC and hard. It is not flexible at all.",0976142503,0.1695
Kitchen timer works better than this. It was a waste of money for us.,0976142503,0.0258
Works OK but a little hevay for in the books.,0976142503,0.2421
Fun tool for reading !,0976142503,0.5562
Perfect gift for any age group,0976142503,0.765
Awesome gift for any age group,0976142503,0.7906
Died super fast but was okay while it lasted.,0976142503,0.3612
"I love these timers! I have 3 of them. It helps my kids to keep track of their reading minutes. They don't cut their time short, and they love having it to check their time. My kids are 14, 12 and 7 who are using the timers, so it's perfect for all ages. I actually recommend these to people all the time! Great for grandparents to give as gifts. Love Love Love!",0976142503,0.9898
One of the two we purchsed didn't even work.,0976142503,0.0
"Easy to use, daughter loves it.",0976142503,0.765
Great for kids to keep track of how long they have been reading. Bought one for all my children.,0976142503,0.6249
Stocking stuffer,0976142503,0.0
this is an awesome tool for young readers!,0976142503,0.6588
Too much trouble.,0976142503,-0.4019
This item is so nifty. It's perfect for counting down those 20 minutes of daily reading.,0976142503,0.8154
These are great for keeping track of reading time. Kids love them.,0976142503,0.8519
concept is great...we have another one from another vendor. but this one came with the battery not working and no matter what new battery i put in it...it will not work!,0976142503,0.4164
High quality item. I liked it but don't get it for a 13-year-old. I thought she could use it for timing her French horn practice sessions or how long she's reading or doing homework. She didn't see it that way and I haven't seen this since Christmas. So. I think good for a younger child but I messed up on getting it for her. The packaging also refers to younger children which didn't help.,0976142503,0.0466
Got this for my daughter so she could time how long she's read. It works great. Can use it for a clock timer and even a stop watch great product for a kid or even adult who loves to read!,0976142503,0.8999
I got this for part of a birthday present for a young reader that had to read for so many minutes per night as part of his homework. His mom thought it was a hit because it marked his place and he could set his own timer.,0976142503,0.0
"I bought this from Barnes and Noble. It lasted about a month and now the option where you count up minutes won't reset anymore. The other option still resets so the buttons for resetting still work. Very disappointing. It has only been used once a day and has not been dropped or damaged to stop working like that. I was expecting this to last us much more than one month. Update: I was able to fix the problem by removing the battery and then inserting it again. But still, this shouldn't have issues so soon with so little use of only once per day. Update ( a bunch of time later) We haven't had any more problems. Now the only problem with this timer is that it likes to hide. But when we do find it, it works great. :)",0976142503,0.4337
My daughter has had this product for 10 months now. She uses it daily for her homework and used it very regularly over the summer as well. Does a very nice job. Haven't yet had to replace the battery. And it helps her be more independent with her homework. Pleased with the product.,0976142503,0.8655
"This CD set by Harry and Rosemary Wong is great for the veteran teacher as well as the teacher fresh out of college. The ideas are so simple yet they are so complexed in their delivery and results. Coupled with the classic ""The First Days of School"", this CD is worth the money and then some. The main idea: You will be effective and sucessful if you develop procedures for your classroom. Tell the students what you want them to do and then model for them how to do it. Ordering this CD allows you to listen to the lecture anytime anywhere:at home, in your car, at work. I highly recommend this for any teacher regardless of years of experience.",0976423324,0.9392
"These CD's have excellent applied examples that accompanies the Wong's book I...The
First Day of School. Great for new and established teachers. The only down side, wish it had viedo to go with audio. Give many great ideas to help teachers with clalssroom management, assessments, lesson plans. Order came before due date in excellent condition.",0976423324,0.9682
Daughter needed for AP college level chem and it is perfect for her. Seems to be holding up after daily stuffing a book bag and locker for the last 9 weeks.,0978534425,0.5719
Well constructed and efficient,0978534425,0.5994
"Very durable, plenty of pages, and unlike other lab notebooks it is spiral bound, which I like. Probably a fair bit cheaper than your college bookstore, too.",0978534425,0.5859
I use this every week for my chemistry notes and labs. So far it is awesome!! I love that it makes copies of my notes. This has allowed me to turn in notes and still have them. It also allows me to share with friends who are out that day!! I would not be doing so good in my chem class without it!!,0978534425,0.9613
We got this product for my son's lab class.,0978534425,0.0
"Best product for the price, no problems and always leaves a good legible copy.",0978534425,0.4939
School required so it is as expected.,0978534425,0.0
Like this notebook. Especially in the first page it has a few useful data for several organic chemicals. also good quality.,0978534425,0.8074
Great product. Perfect for any chemistry course. High School- College and past that. Perfect size and tons of great chemistry related information included as well. Absolutely perfect.,0978534425,0.9709
"Praise this note book. Better then the ones that need to switch the carbon copy, Warning it can sink about a couple pages in.",0978534425,0.6249
"I first ordered one for each of my boys currently in high school science classes, but after seeing the tables and information in the books, sent for a third one just to keep on-hand in case one got lost. Both boys are acing their classes, and I know this book has helped.",0978534425,-0.4497
"I haven't used it yet, but I can tell that this is the nicest lab notebook on the market. As someone else mentioned, the only small fault with this notebook is that the copy page is the same color as the original page. That aside, the construction and feel of this lab notebook is unrivaled.",0978534425,0.5719
"Original Review: The price was right -- half as much as the lab notebook sold at the school bookstore, but this one is perforated so that the pull-out is the original. It's supposed to be the copy. I have to manually cut out the teacher's copy. The teacher laughed and said, ""that's what happens when you try to go cheap."" Revised Review: Whoops! It didn't know that there were actually too versions of the item. I should have ordered the one with the copy perforated for pullout. It was a very good deal compared to the price at my college.",0978534425,0.8893
these are great tabs. they are much more sturdy than the other bible tabs available. can you guys make some tabs for our bible study?,0980006619,0.6249
Great product,0980006619,0.6249
easy to install. A little extra work to find the correct pages when you do not have the aligned edition.,0980006619,0.4404
"The tabs are not for my version but I managed to find their spots quickly. It really makes the CCC come alive. For folks like me who are not as well versed as others, it makes the book less daughnting. Looking up answers to daily questions is a cinch now.",0980006619,0.6629
Great,0980006619,0.6249
"Excellent, Thank You.",0980006619,0.7351
good,0980006619,0.4404
Excellent for anyone who will like to know better the faith. Very handy to find what you are looking for in the subject of study.,0980006619,0.8979
Put to the use.,0980006619,0.0
Perfect for helping navigate through the book,0980006619,0.7096
"Just what I wanted, and just as described.",0980006619,0.0
"Love these. Makes it easy to find topics in the Catechism. Though the instructions did not match perfectly, it was easy to get the correct page number on my own. I plan to get another set to match with my US Adult version.",0980006619,0.7865
Helps find things quickly. Looks nice too.,0980006619,0.6597
Perfect for my bible,0980006619,0.5719
"I bought these for an RCIA class using the catechism prepared following the second Vatican ecmenical council. These tabs apparently match back to an older edition, with page numbers to match. I was still able to use most of them, by finding the page references myself but they are not a perfect match. The tabs themselves are good quality and application was fairly easy, but I might recommend finding an updated set if you plan to use the current catechism, unless you want to spend a lot of time searching and guessing which goes where.",0980006619,0.834
"Can't make these match up with catechism I purchased. Not all catechisms are the same. Ordered with ""Cathechism of the Catholic Church"" and they are screwy with that edition. Came as recommended but don't fit the bill.",0980006619,-0.4525
These will be very helpful to find the main subjects in my Catechism. My book is the one with a tan cover with orange lettering. Contains 26 tabs which I find easy to install. Even the page numbers referenced in the instructions matched my version of the Catechism book.,0980006619,0.7178
"AWESOME! A MUST HAVE! MAKES UNDERSTANDING AND STUDY EASIER! These tabs are almost IMPOSSIBLE to find elsewhere. These are excellent! Sturdy and well made! Breaking down the Catechism like this makes it much easier to find topics, study topics and not so intimidating. I HIGHLY recommend them for new comers to the Catholic faith and anyone trying to read and understand the Catechism! MANY MANY THANKS!!!",0980006619,0.9871
"These tabs are 'made for' the USCCB edition of the Catechism - unfortunately (and oddly - as other USCCB publications are) not available through Amazon (but which can be found at any Catholic bookstore - brick and mortar or online). They work very well and allow for quick access to the various sections of the Catechism. I give it five stars because the index tabs are of high quality, very simple to apply and a great reference source.",0980006619,0.6945
"These calendars are just beautiful! The pictures could be framed after using the calendar! I bought 3! One for me and 2 others for Christmas gifts and they loved them! So much information in the back about Jewish celebrations and Holy days, festivals, etc. Would definitely recommend!",0989492362,0.9491
"Not only did this burn the hell out of my eyes, but it did absolutely nothing after a 3 weeks of nightly usage. No lash growth and definitely no eyebrow growth. If anything, it was sticky, and my eyebrows fell out. Strange.. I've used other products in the past that worked well on lashes and didn't burn.. That product sadly is discontinued.",0989492362,0.2263
Extra nice and well made calendar! Would highly recommend to others!,0989492362,0.8062
"And what did I want? I'm an American (so I wanted those holidays), a believer in Yeshua as Messiah (so I need those related holidays - paganized and otherwise), I'm Torah observant (at least I try, so I need those Biblical holidays as well as the monthly Hebrew calendar dates), and I love the Land of Israel and have been a many times visitor (so I recognize and greatly enjoy the great photographic artwork). This calendar is perfect for what I need and want. BTW, it arrived noticeably wrinkled - Amazon needs to provide more shipping protection.",0989492362,0.976
"These have been my favorite, and only, calendars since I discovered them. All around perfect for all my calendaring needs.",0989492362,0.7717
"A very cool wall calendar. I appreciate that they try to show diversity among the scientists they feature. They show women and people of color frequently throughout the months. There's lots to look at and read, including many fun facts. It also features important historical events in space science as well as important events for sky-watching. I'll definitely save it after the year is through.",0989492362,0.9531
Great product & fast service,0989492362,0.6249
Wonderful calendar with lots of info about space. Great gift for the kids and grandkids!,0989492362,0.8999
These calendars are my favorite. I didn't get one for Christmas this year SO I had to order one for myself. Can't live without them. They bring happiness and color to my life.,0989492362,0.765
Cool calendar! Bought for teenage son.,0989492362,0.3802
"love lang calendars - they are a neat piece of art in the room, frequently inspirational and make lovely gifts",0989492362,0.936
"Have been buying these for several years. Calendar images are high resolution, great color and the space event information is very thorough.",0989492362,0.6249
I have been buying these calendars for many years. They never disappoint. Quality photographs and serious information keep me informed of upcoming events and historical dates. Highly recommend these for personal use and gifts.,0989492362,0.5791
Very happy prints on each page. Makes me smile to look at it. Nice heavy weight pages. I use an ultrafine sharpie to write on the pages as they are coated.,0989492362,0.8516
This stuff is AWESOME! I like to put it on right out of the shower .. it leaves skin so soft! I use it on my face to .. doesn't clog pores!,0989492362,0.8485
Love these for bridal party. Very natural looking. ,0989492362,0.8655
It leaves my hair soft,0989492362,0.0
i tied this just once so im not sure how good it is but i did notice it does make my skin softer,0989492362,-0.3217
"I love this stuff. It is amazing. I have used it for my hair, skin, and nails. It makes my skin super soft without feeling greasy. I actually used this to shave my legs in the shower and it worked well. I use it on my hair and my hair is very soft. I use it on my face (just 1 drop) and it adds enough moisture without going over to the greasy side. I actually tend to get oily skin but, this really helps keep that in control. My skin looks matte after is absorbs and stays that way for awhile. Lasts all day on face and body. There is no scent, so it doesn't bother any allergies either.",0989492362,0.8958
A little goes a long way with this product. It will last you forever. It has a great smell and left my hair feeling silky. Reduced the amount of frizz and looked great after flat ironing it.,0989492362,0.8658
"Jojoba oil is one of my favorite moisurizers becasue it is long lasting and isn't too greasy for me. This is no exception, I continue to be pleased with Insta Natural products.",0989492362,0.7351
Smells great,0989492362,0.6249
"I have been using jojoba oil for some time now and I have purchased from several companies. I really like using jojoba oil especially when I do my at-home chemical peels, it is the perfect product to soothe my skin afterwards. As far as this particular brand, I would rate them in the top 3 that I have tried. the absorption rate is terrific and it is an added plus that it is certified organic! That is especially good for those who make creams, butters, oils etc... For the price, you are getting a healthy amount of oil too. I would recommend this product easily. Instanatural provided this oil for my review and feedback.",0989492362,0.9719
"I have very thick, coarse, curly hair. I have tried every product under the sun to keep the frizz at bay. I really like this jojoba oil. I have used Argan oil for months; I switched to give the jojoba oil a try. It works just as well, if not better. When I first get out of the shower I put a dropper full around my head, close the scalp, and around the ends. I comb it through and style as usual. It definitely keeps my curls more defined and keeps the frizz away. I was given the opportunity to test and try this product in my home. Would I recommend it? Absolutely. Great for curls.",0989492362,0.931
These were great. I did not have to cut them or do anything. I just stuck the on.....I did buy some eyelash glue just in case but did not need them. I put mine back in the box and will use again....,0989492362,0.3521
Gifted to grandchild.,0990479072,0.0
"Sister needed something to write on, brought this book for her. It works wonderfully for her.",0990479072,0.5994
I find everyone likes to hear 'Thank You' when they help or do something for you. Storing up on as many interesting and well designed Thank You cards is important for me. I was happily surprised to see that these were well made and include an embossed lettering that makes it stand out. They are made with heavier card stock and well made envelopes. I hope they design additional interesting thank you notes in the future.,099132384X,0.9833
"These cards are made of quality stock. The design is a matter of personal preference, of course, but the printing job is quite professional.",099132384X,0.0129
Loved the product. Thanks for the quick shipping.,099132384X,0.7783
good,099132384X,0.4404
"Classy, clean and simple design",099132384X,0.6808
"good quality and printing, nicely packaged and fast shipping. recommended for quality correspondence.",099132384X,0.765
"Excellent and professional looking cards. I really like that you have many styles for the mood or intentions of the card. So, for me, it was important
to find a Thank You card that represented me. And i found it!
So keep on making different styles! Thanks!!",099132384X,0.9308
"The straightforward, understated thank you notes. The heavy card stock, look great, and appropriate for most informal thank yous. Highly recommend.",099132384X,0.8977
"Just what they say they are. Pretty, and simple. Nice cardstock, clean printing. The only thing I would change is the logo on the back of each card.",099132384X,0.8271
Cards are kind of small but they look good and the quality is good for the money.,099132384X,0.8271
"I always want the kids to write thanks you cards for the gifts that they get, but I never have any thank you cards around. Do when I was offered this pack of Thank You Cards from pretty.simple.cards. for a great deal to try and share my honest opinion about it, I definitely ordered them! They arrived and I am very impressed with them! They are super simple with no crazy design that could possibly limit who I could send them to. I definitely recommend these Thank You Cards from pretty.simple.cards for anyone who needs great thank you cards!",099132384X,0.9913
